Test File Name, Execution Time
input10.txt,0.183
input1.txt,0.136
input2.txt,0.181
input3.txt,0.191
input4.txt,0.182
input5.txt,0.143
input6.txt,0.181
input7.txt,0.181
input8.txt,0.189
input9.txt,0.208
