Test File Name, Execution Time
input10.txt,0.163s
input1.txt,0.127s
input2.txt,0.147s
input3.txt,0.142s
input4.txt,0.144s
input5.txt,0.138s
input6.txt,0.174s
input7.txt,0.187s
input8.txt,0.198s
input9.txt,0.228s
